candidate_name,mean_macro_f1,std_macro_f1,mean_balanced_accuracy,std_balanced_accuracy,mean_accuracy,std_accuracy,mean_top_3_accuracy,std_top_3_accuracy
slow_depth_5,0.6684696807720043,0.08545391963644514,0.696974134197179,0.07813351335506541,0.7209805354584489,0.10112378842627379,0.914091489684704,0.03700785438133536
baseline_like,0.6665981223459285,0.07431327830313604,0.6929576309819596,0.06864231790196418,0.7214439834167073,0.0834959059816253,0.89839940978428,0.05105386097402393
strong_regularisation,0.657825951526722,0.08243272717781991,0.6888630710256555,0.08001344333073522,0.7121262083816272,0.09831740416371985,0.9140840080147953,0.036270119719267954
regularised_depth_4,0.6520909417932835,0.05588932834612062,0.6927509128289513,0.08009340354004782,0.7192604347293873,0.09748486887235633,0.9096580682771045,0.04781084649177362
regularised_depth_3,0.6446325909449926,0.06251771863563352,0.6806569492874586,0.08496653369110299,0.7139849476688657,0.1021167268525058,0.9083066559713575,0.04889577385270724
slow_depth_4,0.6422892596042012,0.04565564702804958,0.6811747262250835,0.07728417420742087,0.7130957068724009,0.09512995322120749,0.915763110922623,0.0422338262355492
